Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Hour,Weekday,Time Slot,Driver Assigned,Trip Completed?
2457,Airport,92,Trip Completed,12-07-2016 20:31,12-07-2016 21:39,20,Tuesday,Evening,Yes,Yes
2621,City,92,Trip Completed,12-07-2016 22:05,12-07-2016 22:58,22,Tuesday,Night,Yes,Yes
3168,City,92,Trip Completed,13-07-2016 09:12,13-07-2016 10:08,9,Wednesday,Morning,Yes,Yes
3285,Airport,92,Trip Completed,13-07-2016 10:59,13-07-2016 12:00,10,Wednesday,Morning,Yes,Yes
3315,City,92,Trip Completed,13-07-2016 12:09,13-07-2016 13:19,12,Wednesday,Afternoon,Yes,Yes
5585,City,92,Trip Completed,15-07-2016 05:58,15-07-2016 07:10,5,Friday,Early Morning,Yes,Yes
6235,City,92,Trip Completed,15-07-2016 17:47,15-07-2016 18:20,17,Friday,Evening,Yes,Yes
913,Airport,93,Trip Completed,11-07-2016 18:18,11-07-2016 19:15,18,Monday,Evening,Yes,Yes
1852,City,93,Trip Completed,12-07-2016 09:43,12-07-2016 10:58,9,Tuesday,Morning,Yes,Yes
3117,Airport,93,Trip Completed,13-07-2016 08:34,13-07-2016 09:07,8,Wednesday,Early Morning,Yes,Yes
3392,Airport,93,Trip Completed,13-07-2016 14:46,13-07-2016 15:17,14,Wednesday,Afternoon,Yes,Yes
4722,City,93,Trip Completed,14-07-2016 13:50,14-07-2016 14:59,13,Thursday,Afternoon,Yes,Yes
692,Airport,94,Trip Completed,11-07-2016 13:49,11-07-2016 14:29,13,Monday,Afternoon,Yes,Yes
1351,Airport,94,Trip Completed,11-07-2016 23:44,12-07-2016 00:49,23,Monday,Night,Yes,Yes
1800,City,94,Trip Completed,12-07-2016 09:09,12-07-2016 10:05,9,Tuesday,Morning,Yes,Yes
2434,City,94,Trip Completed,12-07-2016 20:16,12-07-2016 21:15,20,Tuesday,Evening,Yes,Yes
3212,City,94,Trip Completed,13-07-2016 09:48,13-07-2016 10:45,9,Wednesday,Morning,Yes,Yes
3340,City,94,Trip Completed,13-07-2016 12:45,13-07-2016 13:37,12,Wednesday,Afternoon,Yes,Yes
3598,Airport,94,Trip Completed,13-07-2016 18:38,13-07-2016 19:40,18,Wednesday,Evening,Yes,Yes
53,Airport,95,Trip Completed,11-07-2016 03:30,11-07-2016 04:22,3,Monday,Late Night,Yes,Yes
3558,Airport,95,Trip Completed,13-07-2016 18:14,13-07-2016 18:51,18,Wednesday,Evening,Yes,Yes
4257,City,95,Trip Completed,14-07-2016 06:10,14-07-2016 07:08,6,Thursday,Early Morning,Yes,Yes
4869,City,95,Trip Completed,14-07-2016 17:49,14-07-2016 18:20,17,Thursday,Evening,Yes,Yes
5548,City,95,Trip Completed,15-07-2016 05:24,15-07-2016 06:06,5,Friday,Early Morning,Yes,Yes
5630,Airport,95,Trip Completed,15-07-2016 06:32,15-07-2016 07:14,6,Friday,Early Morning,Yes,Yes
6645,City,95,Trip Completed,15-07-2016 22:10,15-07-2016 23:00,22,Friday,Night,Yes,Yes
156,Airport,96,Trip Completed,11-07-2016 05:35,11-07-2016 06:40,5,Monday,Early Morning,Yes,Yes
350,City,96,Trip Completed,11-07-2016 07:53,11-07-2016 08:40,7,Monday,Early Morning,Yes,Yes
976,Airport,96,Trip Completed,11-07-2016 18:54,11-07-2016 19:48,18,Monday,Evening,Yes,Yes
1344,City,96,Trip Completed,11-07-2016 23:35,12-07-2016 00:39,23,Monday,Night,Yes,Yes
1524,City,96,Trip Completed,12-07-2016 05:50,12-07-2016 06:59,5,Tuesday,Early Morning,Yes,Yes
2143,Airport,96,Trip Completed,12-07-2016 17:15,12-07-2016 17:56,17,Tuesday,Evening,Yes,Yes
2353,City,96,Trip Completed,12-07-2016 19:31,12-07-2016 20:23,19,Tuesday,Evening,Yes,Yes
3028,Airport,96,Trip Completed,13-07-2016 07:28,13-07-2016 08:14,7,Wednesday,Early Morning,Yes,Yes
3913,Airport,96,Trip Completed,13-07-2016 22:14,13-07-2016 22:56,22,Wednesday,Night,Yes,Yes
4274,City,96,Trip Completed,14-07-2016 06:18,14-07-2016 07:27,6,Thursday,Early Morning,Yes,Yes
4673,City,96,Trip Completed,14-07-2016 12:35,14-07-2016 13:44,12,Thursday,Afternoon,Yes,Yes
6198,Airport,96,Trip Completed,15-07-2016 17:23,15-07-2016 18:11,17,Friday,Evening,Yes,Yes
569,Airport,97,Trip Completed,11-07-2016 10:37,11-07-2016 11:44,10,Monday,Morning,Yes,Yes
1626,Airport,97,Trip Completed,12-07-2016 06:58,12-07-2016 07:49,6,Tuesday,Early Morning,Yes,Yes
3505,City,97,Trip Completed,13-07-2016 17:37,13-07-2016 18:22,17,Wednesday,Evening,Yes,Yes
3758,City,97,Trip Completed,13-07-2016 20:37,13-07-2016 21:16,20,Wednesday,Evening,Yes,Yes
4649,City,97,Trip Completed,14-07-2016 11:50,14-07-2016 12:44,11,Thursday,Morning,Yes,Yes
4745,Airport,97,Trip Completed,14-07-2016 15:06,14-07-2016 16:05,15,Thursday,Afternoon,Yes,Yes
5354,Airport,97,Trip Completed,14-07-2016 23:07,15-07-2016 00:01,23,Thursday,Night,Yes,Yes
5953,City,97,Trip Completed,15-07-2016 10:42,15-07-2016 11:38,10,Friday,Morning,Yes,Yes
6577,City,97,Trip Completed,15-07-2016 21:19,15-07-2016 21:48,21,Friday,Night,Yes,Yes
1565,Airport,98,Trip Completed,12-07-2016 06:21,12-07-2016 07:32,6,Tuesday,Early Morning,Yes,Yes
1973,Airport,98,Trip Completed,12-07-2016 12:17,12-07-2016 12:47,12,Tuesday,Afternoon,Yes,Yes
2363,Airport,98,Trip Completed,12-07-2016 19:31,12-07-2016 20:32,19,Tuesday,Evening,Yes,Yes
2994,City,98,Trip Completed,13-07-2016 07:15,13-07-2016 08:12,7,Wednesday,Early Morning,Yes,Yes
3201,Airport,98,Trip Completed,13-07-2016 09:33,13-07-2016 10:17,9,Wednesday,Morning,Yes,Yes
3511,City,98,Trip Completed,13-07-2016 17:38,13-07-2016 18:54,17,Wednesday,Evening,Yes,Yes
3956,Airport,98,Trip Completed,13-07-2016 22:47,13-07-2016 23:41,22,Wednesday,Night,Yes,Yes
4359,City,98,Trip Completed,14-07-2016 07:27,14-07-2016 08:03,7,Thursday,Early Morning,Yes,Yes
4798,City,98,Trip Completed,14-07-2016 16:52,14-07-2016 17:39,16,Thursday,Afternoon,Yes,Yes
5955,Airport,98,Trip Completed,15-07-2016 10:45,15-07-2016 11:48,10,Friday,Morning,Yes,Yes
6117,Airport,98,Trip Completed,15-07-2016 15:17,15-07-2016 16:06,15,Friday,Afternoon,Yes,Yes
6252,City,98,Trip Completed,15-07-2016 18:00,15-07-2016 18:46,18,Friday,Evening,Yes,Yes
101,Airport,99,Trip Completed,11-07-2016 05:08,11-07-2016 06:09,5,Monday,Early Morning,Yes,Yes
351,City,99,Trip Completed,11-07-2016 07:53,11-07-2016 08:55,7,Monday,Early Morning,Yes,Yes
871,City,99,Trip Completed,11-07-2016 17:57,11-07-2016 18:42,17,Monday,Evening,Yes,Yes
1330,Airport,99,Trip Completed,11-07-2016 23:11,12-07-2016 00:14,23,Monday,Night,Yes,Yes
3227,Airport,99,Trip Completed,13-07-2016 09:52,13-07-2016 10:33,9,Wednesday,Morning,Yes,Yes
4921,City,99,Trip Completed,14-07-2016 18:14,14-07-2016 19:20,18,Thursday,Evening,Yes,Yes
5373,City,99,Trip Completed,14-07-2016 23:42,15-07-2016 00:17,23,Thursday,Night,Yes,Yes
6612,Airport,99,Trip Completed,15-07-2016 21:49,15-07-2016 22:28,21,Friday,Night,Yes,Yes
50,City,100,Trip Completed,11-07-2016 03:22,11-07-2016 03:57,3,Monday,Late Night,Yes,Yes
102,Airport,100,Trip Completed,11-07-2016 05:01,11-07-2016 05:38,5,Monday,Early Morning,Yes,Yes
211,City,100,Trip Completed,11-07-2016 06:08,11-07-2016 06:47,6,Monday,Early Morning,Yes,Yes
510,City,100,Trip Completed,11-07-2016 09:40,11-07-2016 11:01,9,Monday,Morning,Yes,Yes
1548,Airport,100,Trip Completed,12-07-2016 06:10,12-07-2016 07:12,6,Tuesday,Early Morning,Yes,Yes
2208,City,100,Trip Completed,12-07-2016 17:59,12-07-2016 19:00,17,Tuesday,Evening,Yes,Yes
4030,City,100,Trip Completed,14-07-2016 00:13,14-07-2016 00:47,0,Thursday,Late Night,Yes,Yes
4370,City,100,Trip Completed,14-07-2016 07:36,14-07-2016 08:16,7,Thursday,Early Morning,Yes,Yes
5834,Airport,100,Trip Completed,15-07-2016 08:54,15-07-2016 10:05,8,Friday,Early Morning,Yes,Yes
639,City,101,Trip Completed,11-07-2016 12:28,11-07-2016 12:56,12,Monday,Afternoon,Yes,Yes
1451,Airport,101,Trip Completed,12-07-2016 04:53,12-07-2016 05:40,4,Tuesday,Late Night,Yes,Yes
2335,City,101,Trip Completed,12-07-2016 19:15,12-07-2016 20:02,19,Tuesday,Evening,Yes,Yes
2572,Airport,101,Trip Completed,12-07-2016 21:35,12-07-2016 22:42,21,Tuesday,Night,Yes,Yes
3326,Airport,101,Trip Completed,13-07-2016 12:29,13-07-2016 13:09,12,Wednesday,Afternoon,Yes,Yes
3916,City,101,Trip Completed,13-07-2016 22:08,13-07-2016 23:22,22,Wednesday,Night,Yes,Yes
4514,City,101,Trip Completed,14-07-2016 09:16,14-07-2016 10:16,9,Thursday,Morning,Yes,Yes
6604,City,101,Trip Completed,15-07-2016 21:42,15-07-2016 22:19,21,Friday,Night,Yes,Yes
373,Airport,102,Trip Completed,11-07-2016 08:09,11-07-2016 09:16,8,Monday,Early Morning,Yes,Yes
1338,Airport,102,Trip Completed,11-07-2016 23:23,11-07-2016 23:58,23,Monday,Night,Yes,Yes
1830,City,102,Trip Completed,12-07-2016 09:33,12-07-2016 10:43,9,Tuesday,Morning,Yes,Yes
2274,City,102,Trip Completed,12-07-2016 18:33,12-07-2016 19:22,18,Tuesday,Evening,Yes,Yes
3224,Airport,102,Trip Completed,13-07-2016 09:52,13-07-2016 10:28,9,Wednesday,Morning,Yes,Yes
5321,City,102,Trip Completed,14-07-2016 22:09,14-07-2016 22:46,22,Thursday,Night,Yes,Yes
5520,City,102,Trip Completed,15-07-2016 05:17,15-07-2016 06:01,5,Friday,Early Morning,Yes,Yes
5842,City,102,Trip Completed,15-07-2016 09:04,15-07-2016 09:53,9,Friday,Morning,Yes,Yes
6429,Airport,102,Trip Completed,15-07-2016 19:49,15-07-2016 20:34,19,Friday,Evening,Yes,Yes
6704,Airport,102,Trip Completed,15-07-2016 22:58,15-07-2016 23:59,22,Friday,Night,Yes,Yes
2057,Airport,103,Trip Completed,12-07-2016 15:02,12-07-2016 15:36,15,Tuesday,Afternoon,Yes,Yes
3723,Airport,103,Trip Completed,13-07-2016 20:03,13-07-2016 20:57,20,Wednesday,Evening,Yes,Yes
4492,City,103,Trip Completed,14-07-2016 09:01,14-07-2016 10:05,9,Thursday,Morning,Yes,Yes
5153,Airport,103,Trip Completed,14-07-2016 20:29,14-07-2016 21:38,20,Thursday,Evening,Yes,Yes
6531,City,103,Trip Completed,15-07-2016 20:49,15-07-2016 21:27,20,Friday,Evening,Yes,Yes
521,City,104,Trip Completed,11-07-2016 09:48,11-07-2016 10:55,9,Monday,Morning,Yes,Yes
1850,City,104,Trip Completed,12-07-2016 09:45,12-07-2016 10:20,9,Tuesday,Morning,Yes,Yes
2851,Airport,104,Trip Completed,13-07-2016 05:31,13-07-2016 06:39,5,Wednesday,Early Morning,Yes,Yes
5380,Airport,104,Trip Completed,14-07-2016 23:50,15-07-2016 00:39,23,Thursday,Night,Yes,Yes
5917,Airport,104,Trip Completed,15-07-2016 10:04,15-07-2016 10:54,10,Friday,Morning,Yes,Yes
148,Airport,105,Trip Completed,11-07-2016 05:36,11-07-2016 06:46,5,Monday,Early Morning,Yes,Yes
1113,City,105,Trip Completed,11-07-2016 20:18,11-07-2016 20:55,20,Monday,Evening,Yes,Yes
1758,Airport,105,Trip Completed,12-07-2016 08:44,12-07-2016 09:19,8,Tuesday,Early Morning,Yes,Yes
2395,Airport,105,Trip Completed,12-07-2016 19:55,12-07-2016 20:50,19,Tuesday,Evening,Yes,Yes
2708,Airport,105,Trip Completed,13-07-2016 01:22,13-07-2016 02:35,1,Wednesday,Late Night,Yes,Yes
2995,City,105,Trip Completed,13-07-2016 07:07,13-07-2016 08:08,7,Wednesday,Early Morning,Yes,Yes
3993,City,105,Trip Completed,13-07-2016 23:31,14-07-2016 00:14,23,Wednesday,Night,Yes,Yes
4724,City,105,Trip Completed,14-07-2016 13:52,14-07-2016 14:29,13,Thursday,Afternoon,Yes,Yes
5144,Airport,105,Trip Completed,14-07-2016 20:21,14-07-2016 21:16,20,Thursday,Evening,Yes,Yes
5572,City,105,Trip Completed,15-07-2016 05:46,15-07-2016 06:40,5,Friday,Early Morning,Yes,Yes
5740,Airport,105,Trip Completed,15-07-2016 07:50,15-07-2016 08:58,7,Friday,Early Morning,Yes,Yes
5938,City,105,Trip Completed,15-07-2016 10:16,15-07-2016 11:06,10,Friday,Morning,Yes,Yes
6299,City,105,Trip Completed,15-07-2016 18:25,15-07-2016 19:07,18,Friday,Evening,Yes,Yes
6695,Airport,105,Trip Completed,15-07-2016 22:45,16-07-2016 00:02,22,Friday,Night,Yes,Yes
507,Airport,106,Trip Completed,11-07-2016 09:40,11-07-2016 10:38,9,Monday,Morning,Yes,Yes
1135,Airport,106,Trip Completed,11-07-2016 20:37,11-07-2016 21:29,20,Monday,Evening,Yes,Yes
1479,City,106,Trip Completed,12-07-2016 05:16,12-07-2016 05:58,5,Tuesday,Early Morning,Yes,Yes
3275,City,106,Trip Completed,13-07-2016 10:39,13-07-2016 11:39,10,Wednesday,Morning,Yes,Yes
4078,City,106,Trip Completed,14-07-2016 02:10,14-07-2016 03:05,2,Thursday,Late Night,Yes,Yes
4176,Airport,106,Trip Completed,14-07-2016 05:18,14-07-2016 06:01,5,Thursday,Early Morning,Yes,Yes
4776,City,106,Trip Completed,14-07-2016 16:16,14-07-2016 17:31,16,Thursday,Afternoon,Yes,Yes
4899,Airport,106,Trip Completed,14-07-2016 18:02,14-07-2016 19:01,18,Thursday,Evening,Yes,Yes
35,City,107,Trip Completed,11-07-2016 02:36,11-07-2016 03:03,2,Monday,Late Night,Yes,Yes
161,Airport,107,Trip Completed,11-07-2016 05:36,11-07-2016 06:10,5,Monday,Early Morning,Yes,Yes
831,Airport,107,Trip Completed,11-07-2016 17:30,11-07-2016 18:19,17,Monday,Evening,Yes,Yes
1080,Airport,107,Trip Completed,11-07-2016 19:59,11-07-2016 20:38,19,Monday,Evening,Yes,Yes
2496,City,107,Trip Completed,12-07-2016 20:53,12-07-2016 21:33,20,Tuesday,Evening,Yes,Yes
3141,City,107,Trip Completed,13-07-2016 08:58,13-07-2016 09:28,8,Wednesday,Early Morning,Yes,Yes
3297,City,107,Trip Completed,13-07-2016 11:37,13-07-2016 12:14,11,Wednesday,Morning,Yes,Yes
3602,Airport,107,Trip Completed,13-07-2016 18:40,13-07-2016 19:13,18,Wednesday,Evening,Yes,Yes
4150,City,107,Trip Completed,14-07-2016 04:51,14-07-2016 05:50,4,Thursday,Late Night,Yes,Yes
4361,City,107,Trip Completed,14-07-2016 07:29,14-07-2016 08:28,7,Thursday,Early Morning,Yes,Yes
4642,City,107,Trip Completed,14-07-2016 11:44,14-07-2016 12:41,11,Thursday,Morning,Yes,Yes
4752,City,107,Trip Completed,14-07-2016 15:19,14-07-2016 16:11,15,Thursday,Afternoon,Yes,Yes
4849,City,107,Trip Completed,14-07-2016 17:39,14-07-2016 18:44,17,Thursday,Evening,Yes,Yes
6199,City,107,Trip Completed,15-07-2016 17:25,15-07-2016 18:19,17,Friday,Evening,Yes,Yes
241,City,108,Trip Completed,11-07-2016 06:31,11-07-2016 07:17,6,Monday,Early Morning,Yes,Yes
1339,Airport,108,Trip Completed,11-07-2016 23:25,12-07-2016 00:32,23,Monday,Night,Yes,Yes
1454,City,108,Trip Completed,12-07-2016 04:54,12-07-2016 06:07,4,Tuesday,Late Night,Yes,Yes
4342,City,108,Trip Completed,14-07-2016 07:17,14-07-2016 08:15,7,Thursday,Early Morning,Yes,Yes
6766,City,108,Trip Completed,15-07-2016 00:06,15-07-2016 01:10,0,Friday,Late Night,Yes,Yes
6213,City,108,Trip Completed,15-07-2016 17:30,15-07-2016 18:32,17,Friday,Evening,Yes,Yes
41,City,109,Trip Completed,11-07-2016 02:47,11-07-2016 03:23,2,Monday,Late Night,Yes,Yes
279,Airport,109,Trip Completed,11-07-2016 06:58,11-07-2016 07:47,6,Monday,Early Morning,Yes,Yes
952,City,109,Trip Completed,11-07-2016 18:39,11-07-2016 19:19,18,Monday,Evening,Yes,Yes
1200,Airport,109,Trip Completed,11-07-2016 21:13,11-07-2016 22:29,21,Monday,Night,Yes,Yes
1775,City,109,Trip Completed,12-07-2016 08:57,12-07-2016 09:52,8,Tuesday,Early Morning,Yes,Yes
1953,Airport,109,Trip Completed,12-07-2016 11:38,12-07-2016 12:41,11,Tuesday,Morning,Yes,Yes
3270,City,109,Trip Completed,13-07-2016 10:28,13-07-2016 11:04,10,Wednesday,Morning,Yes,Yes
3497,Airport,109,Trip Completed,13-07-2016 17:32,13-07-2016 18:27,17,Wednesday,Evening,Yes,Yes
3897,Airport,109,Trip Completed,13-07-2016 22:00,13-07-2016 22:37,22,Wednesday,Night,Yes,Yes
4601,City,109,Trip Completed,14-07-2016 10:13,14-07-2016 10:52,10,Thursday,Morning,Yes,Yes
4621,Airport,109,Trip Completed,14-07-2016 11:02,14-07-2016 11:46,11,Thursday,Morning,Yes,Yes
5061,City,109,Trip Completed,14-07-2016 19:29,14-07-2016 20:13,19,Thursday,Evening,Yes,Yes
5359,City,109,Trip Completed,14-07-2016 23:21,15-07-2016 00:24,23,Thursday,Night,Yes,Yes
6179,Airport,109,Trip Completed,15-07-2016 16:53,15-07-2016 18:08,16,Friday,Afternoon,Yes,Yes
469,Airport,110,Trip Completed,11-07-2016 09:24,11-07-2016 10:04,9,Monday,Morning,Yes,Yes
914,City,110,Trip Completed,11-07-2016 18:17,11-07-2016 18:58,18,Monday,Evening,Yes,Yes
1386,Airport,110,Trip Completed,12-07-2016 01:30,12-07-2016 02:42,1,Tuesday,Late Night,Yes,Yes
1935,City,110,Trip Completed,12-07-2016 11:16,12-07-2016 12:17,11,Tuesday,Morning,Yes,Yes
3243,Airport,110,Trip Completed,13-07-2016 10:03,13-07-2016 10:46,10,Wednesday,Morning,Yes,Yes
3449,City,110,Trip Completed,13-07-2016 16:52,13-07-2016 17:21,16,Wednesday,Afternoon,Yes,Yes
4500,City,110,Trip Completed,14-07-2016 09:04,14-07-2016 10:09,9,Thursday,Morning,Yes,Yes
5328,Airport,110,Trip Completed,14-07-2016 22:10,14-07-2016 22:51,22,Thursday,Night,Yes,Yes
5576,City,110,Trip Completed,15-07-2016 05:53,15-07-2016 06:25,5,Friday,Early Morning,Yes,Yes
6112,Airport,110,Trip Completed,15-07-2016 15:06,15-07-2016 16:12,15,Friday,Afternoon,Yes,Yes
6438,Airport,110,Trip Completed,15-07-2016 19:54,15-07-2016 20:36,19,Friday,Evening,Yes,Yes
707,Airport,111,Trip Completed,11-07-2016 14:17,11-07-2016 14:55,14,Monday,Afternoon,Yes,Yes
1136,Airport,111,Trip Completed,11-07-2016 20:32,11-07-2016 21:20,20,Monday,Evening,Yes,Yes
2961,Airport,111,Trip Completed,13-07-2016 06:48,13-07-2016 07:47,6,Wednesday,Early Morning,Yes,Yes
3428,City,111,Trip Completed,13-07-2016 15:55,13-07-2016 16:45,15,Wednesday,Afternoon,Yes,Yes
4045,Airport,111,Trip Completed,14-07-2016 00:56,14-07-2016 01:22,0,Thursday,Late Night,Yes,Yes
5399,City,111,Trip Completed,15-07-2016 00:58,15-07-2016 02:16,0,Friday,Late Night,Yes,Yes
5730,City,111,Trip Completed,15-07-2016 07:50,15-07-2016 08:45,7,Friday,Early Morning,Yes,Yes
180,Airport,112,Trip Completed,11-07-2016 05:48,11-07-2016 06:28,5,Monday,Early Morning,Yes,Yes
1694,City,112,Trip Completed,12-07-2016 07:54,12-07-2016 08:48,7,Tuesday,Early Morning,Yes,Yes
2294,City,112,Trip Completed,12-07-2016 18:47,12-07-2016 19:49,18,Tuesday,Evening,Yes,Yes
3630,City,112,Trip Completed,13-07-2016 18:59,13-07-2016 19:59,18,Wednesday,Evening,Yes,Yes
3978,City,112,Trip Completed,13-07-2016 23:18,13-07-2016 23:46,23,Wednesday,Night,Yes,Yes
4426,City,112,Trip Completed,14-07-2016 08:21,14-07-2016 09:08,8,Thursday,Early Morning,Yes,Yes
5115,Airport,112,Trip Completed,14-07-2016 20:03,14-07-2016 21:08,20,Thursday,Evening,Yes,Yes
5558,Airport,112,Trip Completed,15-07-2016 05:32,15-07-2016 06:05,5,Friday,Early Morning,Yes,Yes
5827,Airport,112,Trip Completed,15-07-2016 08:52,15-07-2016 09:29,8,Friday,Early Morning,Yes,Yes
6063,Airport,112,Trip Completed,15-07-2016 13:48,15-07-2016 14:19,13,Friday,Afternoon,Yes,Yes
6691,Airport,112,Trip Completed,15-07-2016 22:47,16-07-2016 00:01,22,Friday,Night,Yes,Yes
170,City,113,Trip Completed,11-07-2016 05:45,11-07-2016 06:39,5,Monday,Early Morning,Yes,Yes
1326,Airport,113,Trip Completed,11-07-2016 23:06,12-07-2016 00:07,23,Monday,Night,Yes,Yes
1476,City,113,Trip Completed,12-07-2016 05:16,12-07-2016 06:04,5,Tuesday,Early Morning,Yes,Yes
2937,Airport,113,Trip Completed,13-07-2016 06:27,13-07-2016 07:15,6,Wednesday,Early Morning,Yes,Yes
3973,City,113,Trip Completed,13-07-2016 22:58,13-07-2016 23:51,22,Wednesday,Night,Yes,Yes
4644,City,113,Trip Completed,14-07-2016 11:47,14-07-2016 12:20,11,Thursday,Morning,Yes,Yes
5086,Airport,113,Trip Completed,14-07-2016 19:41,14-07-2016 21:02,19,Thursday,Evening,Yes,Yes
6572,Airport,113,Trip Completed,15-07-2016 21:11,15-07-2016 22:02,21,Friday,Night,Yes,Yes
6755,Airport,113,Trip Completed,15-07-2016 23:57,16-07-2016 01:09,23,Friday,Night,Yes,Yes
1483,City,114,Trip Completed,12-07-2016 05:22,12-07-2016 06:22,5,Tuesday,Early Morning,Yes,Yes
1844,City,114,Trip Completed,12-07-2016 09:40,12-07-2016 10:11,9,Tuesday,Morning,Yes,Yes
2120,Airport,114,Trip Completed,12-07-2016 16:44,12-07-2016 17:33,16,Tuesday,Afternoon,Yes,Yes
2411,City,114,Trip Completed,12-07-2016 20:04,12-07-2016 20:40,20,Tuesday,Evening,Yes,Yes
2903,Airport,114,Trip Completed,13-07-2016 06:00,13-07-2016 06:40,6,Wednesday,Early Morning,Yes,Yes
3289,City,114,Trip Completed,13-07-2016 11:06,13-07-2016 11:51,11,Wednesday,Morning,Yes,Yes
3859,Airport,114,Trip Completed,13-07-2016 21:38,13-07-2016 22:28,21,Wednesday,Night,Yes,Yes
4313,City,114,Trip Completed,14-07-2016 06:49,14-07-2016 07:44,6,Thursday,Early Morning,Yes,Yes
5325,City,114,Trip Completed,14-07-2016 22:11,14-07-2016 23:12,22,Thursday,Night,Yes,Yes
5906,City,114,Trip Completed,15-07-2016 09:56,15-07-2016 10:29,9,Friday,Morning,Yes,Yes
6049,City,114,Trip Completed,15-07-2016 13:27,15-07-2016 14:32,13,Friday,Afternoon,Yes,Yes
664,Airport,115,Trip Completed,11-07-2016 12:58,11-07-2016 14:07,12,Monday,Afternoon,Yes,Yes
750,City,115,Trip Completed,11-07-2016 15:52,11-07-2016 16:27,15,Monday,Afternoon,Yes,Yes
1950,City,115,Trip Completed,12-07-2016 11:33,12-07-2016 12:04,11,Tuesday,Morning,Yes,Yes
2989,Airport,115,Trip Completed,13-07-2016 07:08,13-07-2016 07:42,7,Wednesday,Early Morning,Yes,Yes
3266,Airport,115,Trip Completed,13-07-2016 10:27,13-07-2016 11:19,10,Wednesday,Morning,Yes,Yes
4358,Airport,115,Trip Completed,14-07-2016 07:25,14-07-2016 08:08,7,Thursday,Early Morning,Yes,Yes
4720,Airport,115,Trip Completed,14-07-2016 13:48,14-07-2016 14:41,13,Thursday,Afternoon,Yes,Yes
5019,City,115,Trip Completed,14-07-2016 19:07,14-07-2016 19:59,19,Thursday,Evening,Yes,Yes
5925,City,115,Trip Completed,15-07-2016 10:08,15-07-2016 10:32,10,Friday,Morning,Yes,Yes
112,Airport,116,Trip Completed,11-07-2016 05:01,11-07-2016 06:04,5,Monday,Early Morning,Yes,Yes
213,City,116,Trip Completed,11-07-2016 06:15,11-07-2016 06:57,6,Monday,Early Morning,Yes,Yes
1818,Airport,116,Trip Completed,12-07-2016 09:29,12-07-2016 10:38,9,Tuesday,Morning,Yes,Yes
2018,Airport,116,Trip Completed,12-07-2016 13:39,12-07-2016 14:19,13,Tuesday,Afternoon,Yes,Yes
3231,Airport,116,Trip Completed,13-07-2016 09:57,13-07-2016 10:48,9,Wednesday,Morning,Yes,Yes
3378,Airport,116,Trip Completed,13-07-2016 14:19,13-07-2016 14:58,14,Wednesday,Afternoon,Yes,Yes
3896,City,116,Trip Completed,13-07-2016 21:55,13-07-2016 22:54,21,Wednesday,Night,Yes,Yes
4828,City,116,Trip Completed,14-07-2016 17:26,14-07-2016 17:59,17,Thursday,Evening,Yes,Yes
5944,City,116,Trip Completed,15-07-2016 10:23,15-07-2016 11:33,10,Friday,Morning,Yes,Yes
6245,Airport,116,Trip Completed,15-07-2016 17:58,15-07-2016 18:57,17,Friday,Evening,Yes,Yes
3957,City,117,Trip Completed,13-07-2016 22:42,13-07-2016 23:43,22,Wednesday,Night,Yes,Yes
4066,Airport,117,Trip Completed,14-07-2016 01:56,14-07-2016 03:07,1,Thursday,Late Night,Yes,Yes
4691,City,117,Trip Completed,14-07-2016 13:01,14-07-2016 13:54,13,Thursday,Afternoon,Yes,Yes
6153,Airport,117,Trip Completed,15-07-2016 16:23,15-07-2016 17:33,16,Friday,Afternoon,Yes,Yes
260,City,118,Trip Completed,11-07-2016 06:45,11-07-2016 07:54,6,Monday,Early Morning,Yes,Yes
1077,Airport,118,Trip Completed,11-07-2016 19:55,11-07-2016 20:44,19,Monday,Evening,Yes,Yes
1316,City,118,Trip Completed,11-07-2016 22:54,11-07-2016 23:45,22,Monday,Night,Yes,Yes
1754,City,118,Trip Completed,12-07-2016 08:42,12-07-2016 09:39,8,Tuesday,Early Morning,Yes,Yes
2086,City,118,Trip Completed,12-07-2016 15:44,12-07-2016 16:30,15,Tuesday,Afternoon,Yes,Yes
3044,Airport,118,Trip Completed,13-07-2016 07:38,13-07-2016 08:19,7,Wednesday,Early Morning,Yes,Yes
3295,City,118,Trip Completed,13-07-2016 11:32,13-07-2016 12:15,11,Wednesday,Morning,Yes,Yes
3347,Airport,118,Trip Completed,13-07-2016 12:58,13-07-2016 13:54,12,Wednesday,Afternoon,Yes,Yes
3801,Airport,118,Trip Completed,13-07-2016 20:59,13-07-2016 21:37,20,Wednesday,Evening,Yes,Yes
4249,City,118,Trip Completed,14-07-2016 06:03,14-07-2016 06:57,6,Thursday,Early Morning,Yes,Yes
5096,Airport,118,Trip Completed,14-07-2016 19:52,14-07-2016 20:49,19,Thursday,Evening,Yes,Yes
5892,City,118,Trip Completed,15-07-2016 09:48,15-07-2016 10:46,9,Friday,Morning,Yes,Yes
6281,Airport,118,Trip Completed,15-07-2016 18:16,15-07-2016 19:23,18,Friday,Evening,Yes,Yes
6497,City,118,Trip Completed,15-07-2016 20:29,15-07-2016 21:15,20,Friday,Evening,Yes,Yes
